0,	0.4585878591
1,	2.2422294409
2,	1.785754528
3,	0.8329936474
4,	2.9797910919
5,	6.7177894314
6,	5.355670647
7,	3.8633796459
8,	7.3320313289
9,	4.6916562822
10,	13.7933160229
11,	3.1566064266
12,	2.2205165561
13,	0.556099168
14,	0.9103815273
15,	5.5413404829
16,	2.6432384463
17,	8.3957778821
18,	0.449764846
19,	1.1134801324
20,	0.8828513954
21,	0.8725382155
22,	0.9524812457
23,	1.5752064745
24,	0.5533338322
25,	0.8815959177
26,	0.6271021751
27,	1.5316480044
28,	1.0594359174
29,	5.8650654983
30,	4.4247283141
31,	0.9239156364
32,	4.0734102051
33,	2.962731039
34,	1.978261587
35,	1.932047594
36,	4.8843792563
37,	1.4417188866
38,	0.6538349654
39,	20
40,	1.6972293709
41,	1.8710227488
42,	10.8141434642
43,	0.8443029766
44,	1.9371498174
45,	7.2393081828
46,	0.4751750438
47,	20
48,	0.9922504801
49,	1.9341659999
50,	0.4079867937
51,	2.3456356018
52,	1.7441933327
53,	0.6905190047
54,	3.1230700388
55,	2.4130811885
56,	1.2158870357
57,	3.3545900321
58,	1.6853789774
59,	1.4728760437
60,	0.6971795119
61,	1.0913290592
62,	3.5079769238
63,	3.5794479197
64,	1.9583730074
65,	1.9575761146
66,	1.5845370095
67,	0.7716927254
68,	0.3812861397
69,	2.9674470056
70,	1.8845351606
71,	1.1465279603
72,	2.0280025082
73,	0.577589031
74,	4.2048200508
75,	1.7382712836
76,	0.6381754286
77,	6.9254948194
78,	14.2112688858
79,	6.4690705997
80,	5.4025026662
81,	0.4793241735
82,	1.99291059
83,	20
84,	3.4405311126
85,	3.8823890479
86,	10.9210101199
87,	20
88,	4.5060171992
89,	20
90,	0.5185269326
91,	11.3601227609
92,	1.820629177
93,	0.7986892365
94,	1.3894846495
95,	1.317901113
96,	2.1586528262
97,	3.0649775381
98,	2.3408334961
99,	9.3286412297
100,	0.6694565221
101	1.3665195837
102	6.3283465998
103	2.8097145414
104	1.5862118014
105	1.5946443478
106	0.6379378277
107	0.4393945787
108	2.4342491876
109	0.9355412348
110	2.5045294175
111	20
112	3.9661252347
113	0.763619248
114	1.7868309238
115	13.0643365968
116	2.3844504189
117	0.5681633453
118	2.7307886899
119	0.6219039519
120	2.2364166467
121	1.3789725483
122	4.2106718768
123	3.4642686598
124	2.0108279696
125	4.5109073623
126	1.4441043839
127	0.9526137054
128	3.0165528453
129	2.3788574201
130	5.7564362962
131	0.6918624549
132	0.594551159
133	6.0393014685
134	1.1923908673
135	2.1465128761
136	2.7499127944
137	2.0154676253
138	4.1655035875
139	7.4944161352
140	1.6663817642
141	1.6720394335
142	0.6947419393
143	0.3720947898
144	4.9906114542
145	0.833079624
146	4.1873150201
147	2.0590872756
148	2.5890959317
149	1.9308275906
150	2.3754807196
151	1.2181891803
152	8.0048245485
153	0.4533575634
154	0.7611073527
155	0.581325197
156	1.6270375791
157	0.9873071351
158	2.8391779236
159	0.7194811012
160	0.4932346742
161	0.4518752807
162	1.3667093722
163	10.0519416261
164	0.4698786649
165	0.6583000849
166	1.6339326224
167	0.7229353785
168	0.7406773378
169	0.6711674307
170	1.5374489305
171	1.6214960953
172	2.4837861166
173	0.8007999891
174	1.5648455259
175	0.7651582466
176	0.8867512257
177	1.0752719224
178	0.3333333333
179	1.5909372418
180	4.4204804387
181	0.3333333333
182	2.7631669121
183	1.9637153932
184	2.1262657152
185	7.8254744984
186	7.7417159576
187	3.1058911567
188	1.7310879957
189	1.4300564229
190	1.5138643137
191	6.8784883733
192	1.4051634739
193	1.5855906487
194	0.4578527191
195	1.4423752292
196	2.6239671927
197	0.8352909547
198	0.6617243675
199	1.4921352492
200	0.385460619
201	3.0001219451
202	1.3376558959
203	6.3097592043
204	1.2702475813
205	0.7597496175
206	1.4777108673
207	0.5060603421
208	1.3765265995
209	4.394736889
210	1.3531360097
211	1.7816601157
212	1.1638353336
213	2.3873814281
214	2.7645923854
215	2.4506099774
216	7.416687761
217	2.4633470755
218	19.8257328223
219	20
220	2.1208830449
221	1.8449256991
222	0.767532661
223	1.1176348428
224	3.7197890464
225	1.3801776165
226	1.3494003919
227	1.2765819058
228	20
229	4.4914411083
230	2.2698718265
231	0.7954822998
232	20
233	0.7278643118
234	1.4498489896
235	0.9050535927
236	17.307169035
237	0.6036436475
238	0.7389142664
239	1.4698426897
240	1.126045694
241	1.0022173229
242	2.7456063215
243	0.6649726925
244	1.495067764
245	1.1929826547
246	0.7410849816
247	0.8935923832
248	1.5046016615
249	1.1743313241
250	0.9558490993
251	1.3383667439
252	0.5674661212
253	0.4758088451
254	0.4932594951
255	1.6262733394
256	1.327475249
257	0.5887078199
258	11.7896959107
259	7.8436686375
260	1.7820287278
261	1.9153094537
262	3.2721005122
263	1.9866208988
264	1.2574533757
265	10.9578001774
266	4.6819262856
267	2.3687349684
268	0.7704716839
269	20
270	0.415454676
271	1.0792152853
272	2.9850763497
273	2.0688505061
274	8.1234345798
275	2.9000316527
276	1.095465657
277	0.9134660813
278	1.0182781779
279	2.4511968151
280	5.2418672945
281	20
282	3.9909743038
283	2.9216174165
284	1.7783367065
285	2.1337629731
286	3.8027852159
287	4.6158289982
288	1.2573038751
289	1.172796991
290	1.2400691069
291	0.7043100812
292	5.4635144823
293	1.8660876464
294	0.4053568136
295	2.5587309545
296	11.818227804
297	5.9626091032
298	0.9938774012
299	1.0423953899
300	0.6492474077
301	1.5190836656
302	0.9153286842
303	3.9051980147
304	1.7898131938
305	2.5724320643
306	0.9500189748
307	2.3802592116
308	3.5561844965
309	1.7134802477
310	2.3368787287
311	2.3801466331
312	0.7420313304
313	0.4281885862
314	1.5986157047
315	0.6908416369
316	5.0483302533
317	2.4993723592
318	2.0196032355
319	14.6165784514
320	3.1973215486
321	4.7098851745
322	3.0497872486
323	3.5570983806
324	2.2326405078
325	0.5343000762
326	0.6860658596
327	0.3333333333
328	13.0514956319
329	3.6658745635
330	2.7900770779
331	0.9829016732
332	0.9447542133
333	5.3874093774
334	0.5463822351
335	18.7324523204
336	0.728441494
337	1.4956659267
338	5.9324104904
339	0.5543200871
340	2.6378223924
341	3.5005952449
342	1.7477430293
343	0.5813391151
344	0.7731466683
345	0.7606925421
346	2.1289143193
347	20
348	1.2503600765
349	5.6069113409
350	4.8763447596
351	0.4813238029
352	3.155263206
353	0.8970306433
354	1.1074414054
355	0.7653304229
356	0.5033984336
357	6.7369205614
358	1.1750988537
359	1.2374406216
360	5.7891275738
361	1.2458769155
362	0.8278530178
363	6.4325181222
364	1.733429276
365	4.3334846959
366	1.4041033794
367	1.2707750898
368	0.7453155343
369	1.1078542949
370	0.8576286956
371	0.6485635103
372	20
373	1.6122348748
374	5.7805470005
375	2.2654319533
376	4.6582183711
377	20
378	2.3614769917
379	0.8844745071
380	0.5354530057
381	0.9263283716
382	1.7197093808
383	1.3029210037
384	0.5425533144
385	0.374779358
386	2.4998317076
387	6.1449732532
388	1.5238526108
389	4.5627557782
390	1.710012233
391	1.3331602899
392	2.6697411773
393	1.4196092865
394	7.8688449175
395	3.5721924656
396	1.736617219
397	2.5441030423
398	0.8889411464
399	1.7264003525
400	20
401	0.4193656501
402	0.7696256293
403	2.9944305003
404	20
405	2.786698794
406	0.9175486264
407	15.7121069291
408	0.91279326
409	20
410	4.5406960338
411	1.1404326948
412	0.9143159271
413	2.4582946887
414	1.6274358526
415	0.5185653271
416	1.1961584719
417	0.5898454712
418	1.3581928523
419	0.9032200711
420	1.1467568815
421	1.1137113827
422	3.2620512372
423	3.2198324924
424	1.041667797
425	0.6691219069
426	0.7720975984
427	3.5016906211
428	1.4311797914
429	1.8409371829
430	2.2714437754
431	1.7046266337
432	2.7367428624
433	0.8959620791
434	0.7465080119
435	6.3271243119
436	1.0076376561
437	0.6026033006
438	0.7768436341
439	0.7332226063
440	3.6328231914
441	1.3375064788
442	1.1959330427
443	1.1426359878
444	0.3340966501
445	0.7084203359
446	1.8891036046
447	1.2841199593
448	1.6646048067
449	2.8964951409
450	7.4841530186
451	1.9566201485
452	1.4570699694
453	20
454	7.1847969
455	1.2721988354
456	2.2981538955
457	7.9170264385
458	2.0706961622
459	0.5402528676
460	1.7611625482
461	3.3295945874
462	8.1188579257
463	2.8622198751
464	1.6839302347
465	14.3104084958
466	2.2043297474
467	2.7675913406
468	0.6231643447
469	4.1200845686
470	1.3508191389
471	8.8870185392
472	1.1763070705
473	0.9485059048
474	6.4741873795
475	0.8146092829
476	2.1248248962
477	19.4366814925
478	3.0737092939
479	1.1182081433
480	6.6907924373
481	0.6535887676
482	3.763424629
483	1.7042893584
484	4.5606488278
485	2.8731353485
486	1.4964834533
487	3.6471009033
488	3.5860759859
489	1.7220587588
490	6.6014173114
491	1.5084652211
492	1.4247061941
493	0.7217086198
494	3.4710272157
495	3.8723377893
496	1.5412305938
497	0.5921132082
498	2.5132515236
499	1.2703730487
