"HitId","HitTitle","AssignmentId","WorkerId","Status","AcceptTime","SubmitTime","Answer 1","Answer 2","Answer 3","Answer 4","Answer 5","Answer 6","Answer 7","Answer 8","Answer 9","Answer 10"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","26TINMHGYQ4J4DAX0Y6MMFOYCORL8Y","A2J237J8KM3OCS","Approved","Sat Oct 20 14:01:16 PDT 2012","Sat Oct 20 14:02:08 PDT 2012","author","author","author","author","series","author","title","author","author","author"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","2FMFJ51Y7QEO05YCMO3S0MOFBYDBE4","A2O543PJ8110HB","Approved","Sat Oct 20 14:39:21 PDT 2012","Sat Oct 20 14:40:00 PDT 2012","author","author","author","author","proceedings","author","title","author","author","author"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","2WAKMN9U8P9Y4YTIQK93ZUYI07VDU6","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:21:31 PDT 2012","Sun Oct 21 09:21:20 PDT 2012","author","author","author","author","author","author","title","author","author","author"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","2JG9Z6KW4ZMA07HDL86Q7ONN9YXF6L","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 12:25:54 PDT 2012","Sun Oct 21 12:32:29 PDT 2012","author","author","author","author","author","author","title","author","author","author"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","2UG2L92HECWA7N3KIZ3F7CP5Y7NIH4","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:04:03 PDT 2012","Wed Oct 24 08:04:47 PDT 2012","author","author","author","author","author","author","title","author","author","author"
"2DKDIPDOBDDP9FJIEH4DFXMBE0FB01","Bibliographic Labeling","2Z46SK9RJ85O08Z0B91AWMOO4GBT5G","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:21:18 PDT 2012","Thu Oct 25 03:24:35 PDT 2012","author","author","author","author","author","author","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2T6NLVWJ5OPB1OV2TVPM3B7E3D2U24","A2O543PJ8110HB","Approved","Thu Oct 18 02:27:20 PDT 2012","Thu Oct 18 02:29:59 PDT 2012","proceedings","proceedings","series","author","author","series","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2A7K0COK2JE1NXP6EWCR36OZOIZLSZ","A2J237J8KM3OCS","Approved","Sat Oct 20 14:02:40 PDT 2012","Sat Oct 20 14:03:21 PDT 2012","proceedings","proceedings","series","author","author","series","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2USCOK2JE1M7QAKVFEN6VZACEBWUN4","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:19:02 PDT 2012","Sun Oct 21 09:14:21 PDT 2012","series","series","series","author","author","conference","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2I0MQU6L5OBVD81DRKVAPJF7U1HEXW","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 12:19:52 PDT 2012","Sun Oct 21 12:21:52 PDT 2012","proceedings","proceedings","series","author","author","conference","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2VNWJ5OPB0YVHP8KGJ27LP9UHAMX5M","A1WNHGZ8S46T3C","Approved","Tue Oct 23 00:00:54 PDT 2012","Tue Oct 23 00:03:29 PDT 2012","proceedings","proceedings","series","author","author","proceedings","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","2F0B727M0IGFL7DN0L6S2F4VWYQYDF","ABM77ZQWCHPNX","Approved","Wed Oct 24 07:58:09 PDT 2012","Wed Oct 24 08:00:31 PDT 2012","proceedings","proceedings","series","author","author","conference","title","author","author","author"
"2FE2GTP9RA7S6MMN0WPSVF70UWTQVK","Bibliographic Labeling","250ER9Y8TNKINPS8Z76HZ2OME6SU7E","AWEQZZGOOBGV3","Approved","Mon Oct 29 19:57:56 PDT 2012","Mon Oct 29 19:59:11 PDT 2012","proceedings","proceedings","series","author","author","author","title","author","author","author"
"2JVIPDOBDDP8Q9W6O0484MB31DMC1D","Bibliographic Labeling","2QFTBJ3MMDX5GF790PBHI9MDBSRCYU","A2O543PJ8110HB","Approved","Thu Oct 18 02:30:00 PDT 2012","Thu Oct 18 02:31:21 PDT 2012","author","author","title","author","author","author","author","title","author","conference"
"2JVIPDOBDDP8Q9W6O0484MB31DMC1D","Bibliographic Labeling","262VKI62NJQ22X2L3WHHDBKLQ1DLTO","A2J237J8KM3OCS","Approved","Sat Oct 20 14:03:21 PDT 2012","Sat Oct 20 14:03:56 PDT 2012","author","author","title","author","author","author","author","title","author","author"
"2JVIPDOBDDP8Q9W6O0484MB31DMC1D","Bibliographic Labeling","2432YU98JHSTM137U22JGIOBXLCCO9","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:25:18 PDT 2012","Sun Oct 21 18:26:25 PDT 2012","author","author","author","author","author","author","author","title","author","author"
"2JVIPDOBDDP8Q9W6O0484MB31DMC1D","Bibliographic Labeling","2IHJWKUDD8XMCTQP3MRBDUTOK31BMW","ABM77ZQWCHPNX","Approved","Wed Oct 24 07:56:50 PDT 2012","Wed Oct 24 07:58:08 PDT 2012","author","author","author","author","author","author","author","title","author","author"
"2JVIPDOBDDP8Q9W6O0484MB31DMC1D","Bibliographic Labeling","2VSXULRGNTBJ4CMZRS6PEN62YS9S67","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:39:58 PDT 2012","Thu Oct 25 03:40:59 PDT 2012","author","author","author","author","author","author","author","title","author","author"
"2RDKI62NJQ218SZV3D86IKLC6OOMU5","Bibliographic Labeling","2D7DEY5COW0LHHZP2ZIFSC6V10X4VT","A2J237J8KM3OCS","Approved","Sat Oct 20 13:51:46 PDT 2012","Sat Oct 20 13:52:58 PDT 2012","author","author","series","author","author","author","author","author","author","author"
"2RDKI62NJQ218SZV3D86IKLC6OOMU5","Bibliographic Labeling","2SCMN9U8P9Y39JWIR5US1YIMEPSVER","A2O543PJ8110HB","Approved","Sat Oct 20 14:40:58 PDT 2012","Sat Oct 20 14:41:50 PDT 2012","author","author","series","author","author","author","author","author","author","author"
"2RDKI62NJQ218SZV3D86IKLC6OOMU5","Bibliographic Labeling","2OJILKH1Q6SVRYHU29HUDL5OP25J04","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:41:51 PDT 2012","Sun Oct 21 18:42:45 PDT 2012","author","author","conference","author","author","author","author","author","author","author"
"2RDKI62NJQ218SZV3D86IKLC6OOMU5","Bibliographic Labeling","2BP3V0FK0COK39ENGUGKR9LRAGLHOX","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:00:32 PDT 2012","Wed Oct 24 08:01:14 PDT 2012","author","author","conference","author","author","author","author","author","author","author"
"2RDKI62NJQ218SZV3D86IKLC6OOMU5","Bibliographic Labeling","2ERMAZHHRRLFRQO9HIIH8KHONPDDM7","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:28:24 PDT 2012","Thu Oct 25 03:29:13 PDT 2012","author","author","conference","author","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","25H9746OQ1SNRG7C0UR58QKC1WWN35","A4Y8HWKCF1U6G","Approved","Fri Oct 19 11:30:10 PDT 2012","Fri Oct 19 11:32:01 PDT 2012","author","publisher","author","proceedings","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2VCH1Q6SVQ8H9YMCOTC5VBVCW7Q3MR","A2J237J8KM3OCS","Approved","Sat Oct 20 13:59:41 PDT 2012","Sat Oct 20 14:00:27 PDT 2012","author","proceedings","author","series","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2SL3HVWAVKI63DJCWOY2699QVDBGOU","A2O543PJ8110HB","Approved","Sat Oct 20 14:42:38 PDT 2012","Sat Oct 20 14:43:23 PDT 2012","author","conference","author","proceedings","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2HYO33FDEY5CPM07AEQ3FCRFZJIR0N","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:19:58 PDT 2012","Sun Oct 21 09:15:41 PDT 2012","author","proceedings","author","conference","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2T6NLVWJ5OPB1OV2TVPM3B7E3GMU2U","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:28:04 PDT 2012","Sun Oct 21 18:29:43 PDT 2012","author","proceedings","author","conference","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","20I7Q67051QKDDRNWGHC8XMGWASEYP","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:01:15 PDT 2012","Wed Oct 24 08:03:13 PDT 2012","author","proceedings","author","series","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2CFJKM05BMJTV7YIW3KPGRA76GTDIR","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:27:17 PDT 2012","Thu Oct 25 03:28:24 PDT 2012","author","proceedings","author","conference","author","author","author","author","author","author"
"2SVPGFL6VCPW0ZR97J9O21S73XG6LL","Bibliographic Labeling","2W33Q39Z0B6UUE6FY1MS0VRKU7YWLG","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:39:05 PDT 2012","Tue Oct 30 11:40:15 PDT 2012","author","proceedings","author","series","author","author","author","author","author","author"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2BDY58B727M0J6F6B0S65FSVT84VA2","A2O543PJ8110HB","Approved","Thu Oct 18 02:35:56 PDT 2012","Thu Oct 18 02:36:59 PDT 2012","author","author","author","author","publisher","author","author","author","author","conference"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2M70CP5KXPTIO8IJS3VPT7NYKC1YZ7","A2J237J8KM3OCS","Approved","Sat Oct 20 13:59:06 PDT 2012","Sat Oct 20 13:59:40 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2B4STMOFXRDS58CN8L4N4JFMF8LRUP","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:02:58 PDT 2012","Sun Oct 21 08:27:56 PDT 2012","author","author","author","author","title","author","author","author","author","author"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2R0MZ9O9Z6KW5PMWT48RYLFQEVG2BM","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:26:36 PDT 2012","Sun Oct 21 18:27:48 PDT 2012","author","author","author","author","title","author","author","author","author","author"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2FJ98D8J3VE7XISFHL3GAMCKMKQHX2","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:06:18 PDT 2012","Wed Oct 24 08:07:09 PDT 2012","author","author","author","author","title","author","author","author","author","author"
"2VTDPGFL6VCPXP9DH0NIVV1SI2Z5K0","Bibliographic Labeling","2X7SVGULF395TM69AO6SANYNXMVAOH","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:37:04 PDT 2012","Thu Oct 25 03:38:22 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2XNP3TVOK5UFKV1K1D5O6FYQ65M36O","A2O543PJ8110HB","Approved","Thu Oct 18 02:31:22 PDT 2012","Thu Oct 18 02:34:42 PDT 2012","author","author","author","author","author","author","author","author","title","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2X1U8P9Y38TWXNIPMHPIT0JTOMLHY1","A2J237J8KM3OCS","Approved","Sat Oct 20 13:56:57 PDT 2012","Sat Oct 20 13:57:55 PDT 2012","proceedings","proceedings","author","author","author","author","title","author","title","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2RSJPPSI2KYEQBSB1SBLT6WJHVMKQL","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:02:39 PDT 2012","Sun Oct 21 08:25:55 PDT 2012","author","author","author","author","author","author","author","author","title","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2E70OHOVR14IYAOOFWTHLCWAK4X657","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:40:18 PDT 2012","Sun Oct 21 18:41:34 PDT 2012","author","author","author","author","author","author","author","author","title","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2ZO1INMHGYQ4KTNW5T2FTFFOC8FK7E","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:03:14 PDT 2012","Wed Oct 24 08:04:02 PDT 2012","author","author","author","author","author","author","author","author","title","author"
"2Y9RLFQ0ONNVS716BB0ENRB7HX7JSH","Bibliographic Labeling","2I3727M0IGFKI31SS2JVM4VI25WZE3","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:35:49 PDT 2012","Thu Oct 25 03:37:03 PDT 2012","author","author","author","author","author","author","author","author","title","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","2WU5L8I9NZW6I4ZSI1VQ37T8KFEKUA","A2J237J8KM3OCS","Approved","Sat Oct 20 13:57:55 PDT 2012","Sat Oct 20 13:58:49 PDT 2012","title","conference","author","author","author","author","author","author","author","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","2YGGQSCM6IAA3IE4OHL07OQKYG3IIQ","A2O543PJ8110HB","Approved","Sat Oct 20 14:41:51 PDT 2012","Sat Oct 20 14:42:37 PDT 2012","title","series","author","author","author","author","author","author","author","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","24VK4F0OHOVR2UIJEBTLG2HEQ3432X","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:29:50 PDT 2012","Sun Oct 21 18:30:47 PDT 2012","title","author","author","author","author","author","author","author","author","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","2Z8FL6VCPWZ9SDDICBM1Z7SNHNQN89","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:07:47 PDT 2012","Wed Oct 24 08:08:29 PDT 2012","title","author","author","author","author","author","author","author","author","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","2XLBJ3MMDX5FQXNSW78BGMDX2TVZDA","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:34:48 PDT 2012","Thu Oct 25 03:35:49 PDT 2012","title","conference","author","author","author","author","author","author","author","author"
"20KD21O3W5XH19PBM5TK5EPL3ZJGAE","Bibliographic Labeling","2NMCF806UFBNGIV2O863G5SWK5L0EY","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:51:27 PDT 2012","Tue Oct 30 11:52:05 PDT 2012","title","author","author","author","author","author","author","author","author","author"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","259VKCJ011K28UJT37HWD18NICSA85","A2J237J8KM3OCS","Approved","Sat Oct 20 13:56:03 PDT 2012","Sat Oct 20 13:56:57 PDT 2012","author","author","author","author","author","conference","conference","conference","conference","conference"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","27CO2L92HECWBWXPSB3CM0CPJRXGH6","A2O543PJ8110HB","Approved","Sat Oct 20 14:40:01 PDT 2012","Sat Oct 20 14:40:57 PDT 2012","author","author","author","author","author","series","series","series","series","series"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","2CCYEPLSP75KMC6IDQFAOQEQ9Q7XRS","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 12:22:07 PDT 2012","Sun Oct 21 12:22:57 PDT 2012","author","author","author","author","author","conference","conference","conference","conference","conference"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","2QY7D1X3V0FK12O6W651T7PKYJJDK1","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:08:30 PDT 2012","Wed Oct 24 08:09:07 PDT 2012","author","author","author","author","author","conference","conference","conference","conference","conference"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","239V8ER9Y8TNL8MLM9WKMHS22XYS5R","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:39:07 PDT 2012","Thu Oct 25 03:39:57 PDT 2012","author","author","author","author","author","conference","conference","conference","conference","conference"
"20R2NJKM05BMKJU3SJTG0P9RLH4GB9","Bibliographic Labeling","254PWZ9RNDWIPL1E1FE3KTGUFL2DS4","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:40:22 PDT 2012","Tue Oct 30 11:41:26 PDT 2012","author","author","author","author","author","conference","conference","conference","conference","conference"
"22G58B727M0IH5K37OXYMSVFF5UWBO","Bibliographic Labeling","2W33Q39Z0B6UUE6FY1MS0VRKUVVLWE","A2J237J8KM3OCS","Approved","Sat Oct 20 14:04:45 PDT 2012","Sat Oct 20 14:05:27 PDT 2012","author","author","author","author","author","author","series","author","conference","author"
"22G58B727M0IH5K37OXYMSVFF5UWBO","Bibliographic Labeling","2DQOCCF0CP5KYFT4H59X5G4P0EYUVL","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:21:03 PDT 2012","Sun Oct 21 09:19:57 PDT 2012","author","author","author","author","author","author","author","author","conference","author"
"22G58B727M0IH5K37OXYMSVFF5UWBO","Bibliographic Labeling","2N0XMB3Q39Z0CWUFITK4LVST9YDIT3","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:37:41 PDT 2012","Sun Oct 21 18:39:18 PDT 2012","author","author","author","author","author","author","author","author","conference","author"
"22G58B727M0IH5K37OXYMSVFF5UWBO","Bibliographic Labeling","2N0XMB3Q39Z0CWUFITK4LVST91ITIP","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:12:19 PDT 2012","Wed Oct 24 08:13:01 PDT 2012","author","author","author","author","author","author","author","author","conference","author"
"22G58B727M0IH5K37OXYMSVFF5UWBO","Bibliographic Labeling","21B85OZIZEHMB0P8IBH5LWPXZ8KBZG","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:29:14 PDT 2012","Thu Oct 25 03:30:35 PDT 2012","author","author","author","author","author","author","author","author","conference","author"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","2LDYHVI44OS2LBUU7A5ZZBAPJFA4Y9","A2O543PJ8110HB","Approved","Thu Oct 18 02:38:29 PDT 2012","Thu Oct 18 02:39:33 PDT 2012","author","author","title","author","author","author","author","author","series","author"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","21U4SMEZZ2MILCNVOVG9538TA2VL4R","A2J237J8KM3OCS","Approved","Sat Oct 20 14:00:28 PDT 2012","Sat Oct 20 14:01:16 PDT 2012","author","title","author","author","author","author","author","series","author",
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","2HIEOZFYQS1CTJMA9KIDZ4ICFLAILJ","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:04:23 PDT 2012","Sun Oct 21 08:32:32 PDT 2012","author","author","title","author","author","author","author","author","title","author"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","2KRHHRRLFQ0OODVDBOBHV9EG5IOGPS","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 12:23:03 PDT 2012","Sun Oct 21 12:25:36 PDT 2012","author","author","title","author","author","author","author","author","conference","author"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","20ZQ67051QKCOH1OND314MGIE5CFZ0","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:09:07 PDT 2012","Wed Oct 24 08:10:11 PDT 2012","author","author","title","author","author","author","author","author","conference","conference"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","22FTL0XULRGNU1JPG94XCFP71H0P3I","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:31:47 PDT 2012","Thu Oct 25 03:34:47 PDT 2012","author","author","title","author","author","author","author","author","conference","author"
"25ZOVR14IXKO3B9OB13WH6X39YP98D","Bibliographic Labeling","2VNWJ5OPB0YVHP8KGJ27LP9UHJ65XW","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:43:49 PDT 2012","Tue Oct 30 11:44:44 PDT 2012","author","author","title","author","author","author","author","author","series","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2O5D2AC9KSSZWNXOKRWU1KQOCKWI01","A2O543PJ8110HB","Approved","Thu Oct 18 02:34:42 PDT 2012","Thu Oct 18 02:35:55 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2DO5XH0JPPSI3AY0J8JPE5KL0CVGMC","A2J237J8KM3OCS","Approved","Sat Oct 20 14:02:08 PDT 2012","Sat Oct 20 14:02:39 PDT 2012","author","author","author","author","author","title","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2GZD1X3V0FK0DEKOD1SMEPKKNS3LED","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:20:26 PDT 2012","Sun Oct 21 09:16:37 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2CB1LY58B727NQI2978D86YF6298TM","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:33:01 PDT 2012","Sun Oct 21 18:34:30 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2MOA6X3YOCCF12PREKGTPNIIB8EQPK","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:07:09 PDT 2012","Wed Oct 24 08:07:46 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2FMUKQOYGNIW2DSUI3R177SVULOZHJ","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:38:23 PDT 2012","Thu Oct 25 03:39:06 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"28UJK63ZVE3HSQKGCXH9QL5REPDAZX","Bibliographic Labeling","2JR6KW4ZMAZHIHR79DROUNVRVJO8H8","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:38:17 PDT 2012","Tue Oct 30 11:39:02 PDT 2012","author","author","author","author","author","author","author","author","author","author"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2RE8JIA0RYNJASN5E9R5IMJT8NX16N","A2J237J8KM3OCS","Approved","Sat Oct 20 14:03:57 PDT 2012","Sat Oct 20 14:04:45 PDT 2012","series","author","series","author","title","author","series","author","series","series"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2ZHSI2KYEPLSQX56F9XWQ3OAVWDNTS","A2O543PJ8110HB","Approved","Sat Oct 20 14:43:23 PDT 2012","Sat Oct 20 14:44:17 PDT 2012","conference","proceedings","author","title","author","series","author","series","conference",
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2YC2JE1M7PKKABRI0BQAJ04LD40XQM","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:03:16 PDT 2012","Sun Oct 21 08:31:15 PDT 2012","conference","author","conference","author","title","author","conference","author","conference","conference"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2Z4GJ2D21O3W6NHMDCGSP2KYSWED7K","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:30:58 PDT 2012","Sun Oct 21 18:32:38 PDT 2012","conference","author","conference","title","title","author","conference","author","conference","conference"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2R5M25L8I9NZXWH0TTFEBQW77IZSIU","AK6388JGRGOVO","Approved","Wed Oct 24 04:56:37 PDT 2012","Wed Oct 24 04:58:41 PDT 2012","conference","author","conference","author","title","conference","author","author","conference","conference"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","24426DG67D1X4L01EN3OR2JEFW4F8U","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:04:47 PDT 2012","Wed Oct 24 08:06:17 PDT 2012","conference","author","conference","author","title","author","conference","author","conference","conference"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","26UGTP9RA7S5XC1S3LJOM70J0SJRWJ","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:30:35 PDT 2012","Thu Oct 25 03:31:46 PDT 2012","conference","author","conference","title","title","author","conference","author","conference","conference"
"231UNU8LZ6R7165D3V48Q3VEI65K4B","Bibliographic Labeling","2RKTLB3L0FBJA8OXD1ARLVE557UWKE","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:48:05 PDT 2012","Tue Oct 30 11:49:49 PDT 2012","conference","author","conference","title","title","author","conference","author","conference","conference"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","21Z0G5R98D8J4LETQFJTUYCGHQMDT7","A2O543PJ8110HB","Approved","Thu Oct 18 02:37:00 PDT 2012","Thu Oct 18 02:38:28 PDT 2012","author","author","conference","author","year","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","27ZH57DZKPFE54GZB0D2CL8INTY3D9","A2J237J8KM3OCS","Approved","Sat Oct 20 13:52:59 PDT 2012","Sat Oct 20 13:56:03 PDT 2012","author","author","conference","author","year","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","25H3TVOK5UFJ6RYTK1FZMYQSFJ547I","AWL4GVQNG6AOW","Approved","Sun Oct 21 08:18:32 PDT 2012","Sun Oct 21 09:12:29 PDT 2012","author","author","conference","author","proceedings","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","2U4J011K274J8ZKCQTS8U46UBM6BD5","A3A7VZ2Z5EU18R","Approved","Sun Oct 21 18:36:13 PDT 2012","Sun Oct 21 18:37:27 PDT 2012","author","author","conference","author","proceedings","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","2EB79KQW618N5WUJ9Z44CXCE7XAKMP","ABM77ZQWCHPNX","Approved","Wed Oct 24 08:10:12 PDT 2012","Wed Oct 24 08:12:18 PDT 2012","author","author","conference","author","proceedings","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","2C5IPDOBDDP8Q9W6O0484MB34E71CO","AWEQZZGOOBGV3","Approved","Thu Oct 25 03:24:36 PDT 2012","Thu Oct 25 03:27:16 PDT 2012","author","author","conference","author","proceedings","conference","title","conference","conference","author"
"289LFQ0ONNVRIRK3IW5GYB76Y5LTKF","Bibliographic Labeling","2WR9O9Z6KW4ZN0Z3BEILMQ0O15Z4DO","A12RAAJKGCRUXQ","Approved","Tue Oct 30 11:52:07 PDT 2012","Tue Oct 30 11:52:50 PDT 2012","author","author","conference","author","proceedings","conference","title","conference","conference","author"
